gene	location	gene_id	filename
BCOR	Xp11.4	54880	BCOR.htm
CHN1	2q31.1	1123	CHN1.htm
SEPT6	Xq24	23157	SEPT6.htm
ETV3	1q21-q23	2117	ETV3.htm
CARM1	19p13.2	10498	CARM1.htm
SIPA1	11q13	6494	SIPA1.htm
KDM4C	9p24.1	23081	KDM4C.htm
CCNG2	4q21.1	901	CCNG2.htm
KLK14	19q13.3-q13.4	43847	KLK14.htm
TPM1	15q22.1	7168	TPM1.htm
MIRLET7D	9q22.32	406886	MIRLET7D.htm
MIR127	14q32.2	406914	MIR127.htm
CREB3L1	11p11.2	90993	CREB3L1.htm
GLIPR1	12q21.2	11010	GLIPR1.htm
ING2	4q35.1	3622	ING2.htm
PLCE1	10q23	51196	PLCE1.htm
SPRY4	5q31.3	81848	SPRY4.htm
SULF2	20q12-q13.2	55959	SULF2.htm
GRM1	6q24	2911	GRM1.htm
MCM4	8q11.2	4173	MCM4.htm
NOTO	2p13.2	344022	NOTO.htm
SOX1	13q34	6656	SOX1.htm
MIRLET7E	19q13.41	406887	MIRLET7E.htm
H3F3A	1q42.12	3020	H3F3A.htm
MYH9	22q13.1	4627	MYH9.htm
PPP2R1A	19q13.41	5518	PPP2R1A.htm
SLC45A3	1q32.1	85414	SLC45A3.htm
FANCB	Xp22.2	2187	FANCB.htm
VIPR2	7q36.3	7434	VIPR2.htm
STIP1	11q13	10963	STIP1.htm
ELK3	12q23	2004	ELK3.htm
TARBP2	12q13.13	6895	TARBP2.htm
SLC6A6	3p25.1	6533	SLC6A6.htm
ANXA7	10q22.2	310	ANXA7.htm
CDK2AP1	12q24.31	8099	CDK2AP1.htm
PRKCDBP	11p15.4	112464	PRKCDBP.htm
TSC22D1	13q14	8848	TSC22D1.htm
TMC8	17q25.3	147138	TMC8.htm
TRPS1	8q24.12	7227	TRPS1.htm
SIRT3	11p15.5	23410	SIRT3.htm
NKX2-2	20p11.22	4821	NKX2-2.htm
RAD17	5q13	5884	RAD17.htm
EPHA7	6q16.1	2045	EPHA7.htm
TOPBP1	3q22.1	11073	TOPBP1.htm
MLLT6	17q21	4302	MLLT6.htm
PCM1	8p22-p21.3	5108	PCM1.htm
SRSF3	6p21	6428	SFRS3.htm
TCEA1	8q11.2	6917	TCEA1.htm
PATZ1	22q12.2	23598	ZNF278.htm
GSTT2	22q11.23	2953	GSTT2.htm
PHLPP1	18q21.33	23239	PHLPP1.htm
MTUS1	8p22	57509	MTUS1.htm
ANP32A	15q23	8125	ANP32A.htm
ARL11	13q14.2	115761	ARL11.htm
PCGF2	17q12	7703	PCGF2.htm
RHOBTB2	8p21.3	23221	RHOBTB2.htm
FGF10	5p13-p12	2255	FGF10.htm
RXRB	6p21.3	6257	RXRB.htm
EPS15	1p32	2060	EPS15.htm
MTCP1	Xq28	4515	MTCP1.htm
KAT6B	10q22.2	23522	MYST4.htm
FANCL	2p16.1	55120	FANCL.htm
RAD54L	1p32	8438	RAD54L.htm
RALB	2q14.2	5899	RALB.htm
FAT1	4q35	2195	FAT.htm
SOX6	11p15.3	55553	SOX6.htm
KIF14	1q32.1	9928	KIF14.htm
DPH1	17p13.3	1801	DPH1.htm
LAMB3	1q32	3914	LAMB3.htm
KPNA2	17q24.2	3838	KPNA2.htm
ZNF350	19q13.41	59348	ZNF350.htm
CSMD1	8p23.2	64478	CSMD1.htm
CAMTA1	1p36.31-p36.23	23261	CAMTA1.htm
ELK4	1q32	2005	ELK4.htm
ABI1	10p11.2	10006	SSH3BP1.htm
USP6	17p13	9098	USP6.htm
AIM1	6q21	202	AIM1.htm
RAPGEF1	9q34.3	2889	RAPGEF1.htm
ST2	11p14.3-p12	6761	ST2.htm
FGF6	12p13	2251	FGF6.htm
DLG1	3q29	1739	DLG1.htm
OPCML	11q25	4978	OPCML.htm
IL23R	1p31.3	149233	IL23R.htm
CHRNB4	15q24	1143	CHRNB4.htm
IFNL3	19q13.13	282617	IL28B.htm
MIR124-1	8p23.1	406907	MIR124-1.htm
DDX3X	Xp11.3-p11.23	1654	DDX3X.htm
ARID2	12q12	196528	ARID2.htm
CBLB	3q13.11	868	CBLB.htm
FGFR1OP	6q27	11116	FGFR1OP.htm
FSTL3	19p13	10272	FSTL3.htm
HSP90AB1	6p12	3326	HSPCB.htm
ADRM1	20q13.33	11047	ADRM1.htm
EFNB3	17p13.1	1949	EFNB3.htm
RCVRN	17p13.1	5957	RCVRN.htm
ST7	7q31.2	7982	ST7.htm
MELK	9p13.2	9833	MELK.htm
SPRED1	15q14	161742	SPRED1.htm
REV1	2q11.1-q11.2	51455	REV1.htm
EZR	6q25.3	7430	EZR.htm
P2RY8	Xp22.33; Yp11.3	286530	P2RY8.htm
RAD51B	14q23-q24.2	5890	RAD51L1.htm
FEZ1	11q24.2	9638	FEZ1.htm
RXRA	9q34.3	6256	RXRA.htm
CTDSPL	3p21.3	10217	CTDSPL.htm
PTK7	6p21.1-p12.2	5754	PTK7.htm
GSTO2	10q25.1	119391	GSTO2.htm
BCAR3	1p22.1	8412	BCAR3.htm
CBX7	22q13.1	23492	CBX7.htm
HIP1	7q11.23	3092	HIP1.htm
AFF3	2q11.2-q12	3899	LAF4.htm
SLC34A2	4p15.2	10568	SLC34A2.htm
NR2F6	19p13.1	2063	ERBAL2.htm
SOX5	12p12.1	6660	SOX5.htm
CDKN2B-AS1	9p21.3	100048912	CDKN2BAS.htm
RANBP2	2q12.3	5903	RANBP2.htm
PKD2	4q22.1	5311	PKD2.htm
RIN1	11q13.2	9610	RIN1.htm
PDGFD	11q22.3	80310	PDGFD.htm
SEC63	6q21	11231	SEC63.htm
MSI2	17q22	124540	MSI2.htm
PYGB	20p11.21	5834	PYGB.htm
IGF2-AS	11p15.5	51214	IGF2-AS.htm
TSPAN31	12q13.3	6302	SAS.htm
AIM2	1q22	9447	AIM2.htm
SAT2	17p13.1	112483	SAT2.htm
GMPS	3q24	8833	GMPS.htm
HOXC13	12q13.3	3229	HOXC13.htm
TOP2B	3p24	7155	TOP2B.htm
ITGA1	5q11.2	3672	ITGA1.htm
BAI1	8q24.3	575	BAI1.htm
FRAT1	10q24.1	10023	FRAT1.htm
ASH1L	1q22	55870	ASH1L.htm
HACE1	6q16.3	57531	HACE1.htm
NPRL2	3p21.3	10641	NPRL2.htm
C2orf40	2q12.2	84417	C2orf40.htm
GLTSCR2	19q13.3	29997	GLTSCR2.htm
MCM5	22q13.1	4174	MCM5.htm
MIR128-2	3p22.3	406916	MIR128-2.htm
AFF4	5q31	27125	AF5Q31.htm
AKAP9	7q21-q22	10142	AKAP9.htm
BRD3	9q34	8019	BRD3.htm
DDX10	11q22-q23	1662	DDX10.htm
KDM5C	Xp11.22-p11.21	8242	KDM5C.htm
PHF6	Xq26.3	84295	PHF6.htm
WHSC1L1	8p11.2	54904	WHSC1L1.htm
HPCX	Xq27-q28	9566	HPCX.htm
ST5	11p15	6764	ST5.htm
MC2R	18p11.2	4158	MC2R.htm
FTL	19q13.33	2512	FTL.htm
ADAMTS9	3p14.1	56999	ADAMTS9.htm
DOK2	8p21.3	9046	DOK2.htm
BOLL	2q33	66037	BOLL.htm
SOX18	20q13.33	54345	SOX18.htm
CASC5	15q14	57082	AF15Q14.htm
GAS7	17p13.1	8522	GAS7.htm
SH3GL1	19p13.3	6455	SH3GL1.htm
SEPT7	7p14.2	989	CDC10.htm
PDGFRL	8p22-p21.3	5157	PDGFRL.htm
YEATS4	12q13-q15	8089	YEATS4.htm
CEACAM8	19q13.2	1088	CEACAM8.htm
PDCD2	6q27	5134	PDCD2.htm
FCRL4	1q21	83417	IRTA1.htm
RAP1GDS1	4q23-q25	5910	RAP1GDS1.htm
TPM4	19p13.1	7171	TPM4.htm
RASAL1	12q23-q24	8437	RASAL1.htm
SLC43A1	11q12.1	8501	POV1.htm
ING5	2q37.3	84289	ING5.htm
DNAJB4	1p31.1	11080	DNAJB4.htm
STARD13	13q13.1	90627	STARD13.htm
ESPL1	12q	9700	ESPL1.htm
HOXD11	2q31.1	3237	HOXD11.htm
NIN	14q22.1	51199	NIN.htm
TAL2	9q32	6887	TAL2.htm
BCAS1	20q13.2	8537	BCAS1.htm
PDCD6	5p15.33	10016	PDCD6.htm
RPS19	19q13.2	6223	RPS19.htm
ARF1	1q42	375	ARF1.htm
EPHA5	4q13.1	2044	EPHA5.htm
PLA2G16	11q12.3	11145	PLA2G16.htm
MIR128-1	2q21.3	406915	MIR128-1.htm
BCL7A	12q24.13	605	BCL7A.htm
CLTCL1	22q11.21	8218	CLTCL1.htm
DUX4L1	4q35	22947	DUX4.htm
HOXC11	12q13.3	3227	HOXC11.htm
TFPT	19q13	29844	TFPT.htm
SRY	Yp11.3	6736	SRY.htm
TGM4	3p22-p21.33	7047	TGM4.htm
RNF139	8q24	11236	RNF139.htm
CLIP1	12q24.3	6249	RSN.htm
FOXN3	14q31.3	1112	CHES1.htm
NBR1	17q21.31	4077	NBR1.htm
RASSF10	11p15.2	644943	RASSF10.htm
TSPYL2	Xp11.2	64061	TSPYL2.htm
FAT4	4q28.1	79633	FAT4.htm
LRRC3B	3p24	116135	LRRC3B.htm
SACS	13q12	26278	SACS.htm
CHIC2	4q11	26511	CHIC2.htm
GOLGA5	14q32.12	9950	GOLGA5.htm
RPN1	3q21.3	6184	RPN1.htm
HOXC10	12q13.3	3226	HOXC10.htm
CTNND1	11q11	1500	CTNND1.htm
EXTL1	1p36.1	2134	EXTL1.htm
ZNF521	18q11.2	25925	ZNF521.htm
MAGEA2	Xq28	4101	MAGEA2.htm
TPD52L1	6q22-q23	7164	TPD52L1.htm
STEAP2	7q21.13	261729	STEAP2.htm
FRAT2	10q24.1	23401	FRAT2.htm
MAFG	17q25.3	4097	MAFG.htm
RPS6KB1	17q23.1	6198	RPS6KB1.htm
KLLN	10q23	100144748	KLLN.html
MIR106A	Xq26.2	406899	MIR106A.htm
ARHGEF12	11q23.3	23365	ARHGEF12.htm
HMGN2P46	15q21.1	283651	C15orf21.htm
CDK12	17q12	51755	CDK12.htm
TTL	2q13	150465	TTL.htm
BLYM	1p32	647	BLYM.htm
FOXP4	6p21.1	116113	FOXP4.htm
PCDH7	4p15	5099	PCDH7.htm
ADAM29	4q34	11086	ADAM29.htm
LIMD1	3p21.3	8994	LIMD1.htm
CACNA1G	17q22	8913	CACNA1G.htm
ACSL3	2q34-q35	2181	ACSL3.htm
CCNB1IP1	14q11.2	57820	CCNB1IP1.htm
GPHN	14q23.3	10243	GPHN.htm
RANBP17	5q34	64901	RANBP17.htm
SRGAP3	3p25.3	9901	SRGAP3.htm
RNF217-AS1	6q22.33	7955	STL.htm
FANCI	15q26.1	55215	FANCI.htm
FANCM	14q21.2	57697	FANCM.htm
LRRN2	1q32.1	10446	GAC1.htm
S100A3	1q21	6274	S100A3.htm
RFX6	6q22.1	222546	RFX6.htm
RMI1	9q21.32	80010	RMI1.htm
CACNA1E	1q25.3	777	CACNA1E.htm
BANP	16q24	54971	BANP.htm
IFT88	13q12.1	8100	IFT88.htm
PLCD1	3p22-p21.3	5333	PLCD1.htm
LARGE	22q12.3	9215	LARGE.htm
CANT1	17q25.3	124583	CANT1.htm
COX6C	8q22.2	1345	COX6C.htm
CRTC3	15q26.1	64784	CRTC3.htm
ACSL6	5q31.1	23305	FACL6.htm
LHFP	13q12	10186	LHFP.htm
NEMF	14q22	9147	NEMF.htm
TCEAL7	Xq22.1	56849	TCEAL7.htm
PRIM1	12q13	5557	PRIM1.htm
DIS3L2	2q37.1	129563	DIS3L2.htm
RNF213	17q25.3	57674	ALO17.htm
DNM2	19p13.2	1785	DNM2.htm
KTN1	14q22.1	3895	KTN1.htm
THRAP3	1p34.3	9967	THRAP3.htm
TGCT1	Xq27	50830	TGCT1.htm
RHBDF2	17q25.1	79651	TOC.htm
FAT2	5q33.1	2196	FAT2.htm
SETD1B	12q24.31	23067	SETD1B.htm
ABI2	2q33	10152	ABI2.htm
PSMD10	Xq22.3	5716	PSMD10.htm
ZNRF3	22q12.1	84133	ZNRF3.htm
COPS6	7q22.1	10980	CSN6.htm
MIR106B	7q22.1	406900	MIR106B.htm
MIR1271	5q35	100302203	MIR1271.htm
CBLC	19q13.2	23624	CBLC.htm
FNBP1	9q34	23048	FNBP1.htm
KDSR	18q21.3	2531	FVT1.htm
CLP1	11q12	10978	HEAB.htm
HOOK3	8p11.21	84376	HOOK3.htm
NACA	12q23-q24.1	4666	NACA.htm
TCL6	14q32.1	27004	TCL6.htm
TRIP11	14q31-q32	9321	TRIP11.htm
ZRSR2	Xp22.1	8233	ZRSR2.htm
SH2D1B	1q23.3	117157	EAT2.htm
NKTR	3p22.1	4820	NKTR.htm
ST8	6q25-q27	6765	ST8.htm
RASSF6	4q13.3	166824	RASSF6.htm
MZB1	5q31.2	51237	MZB1.htm
FAT3	11q14.3	120114	FAT3.htm
DTX2P1-UPK3B	7q11.23	441263	DTX2P1-UPK3BP1-P.htm
TP63	3q28	8626	TP63.htm
RXRG	1q22-q23	6258	RXRG.htm
MIR1258	2q31.3	100302172	MIR1258.htm
BCL5	17q22	603	BCL5.htm
CHCHD7	8q12.1	79145	CHCHD7.htm
NUTM2A	10q23.2	728118	NUTM2A.htm
FAM46C	1p12	54855	FAM46C.htm
HIST1H4I	6p21.33	8294	HIST1H4I.htm
PAFAH1B2	11q23	5049	PAFAH1B2.htm
RABEP1	17p13.2	9135	RAB5EP.htm
TCTA	3p21	6988	TCTA.htm
CISD1	10q21.1	55847	CISD1.htm
NUTM2B	10q22.3	729262	NUTM2B.htm
FBXO11	2p16.3	80204	FBXO11.htm
VTI1A	10q25.2	143187	VTI1A.htm
SUPT5H	19q13	6829	SUPT5H.htm
PDCD7	15q22.31	10081	PDCD7.htm
RMI2	16p13.13	116028	C16orf75.htm
MDS2	1p36	259283	MDS2.htm
OMD	9q22.31	4958	OMD.htm
SNX29	16p13.13-p13.12	92017	RUNDC2A.htm
ZNF750	17q25.3	79755	ZNF750.htm
ADAM7	8p21.2	8756	ADAM7.htm
NIT2	3q12.2	56954	NIT2.htm
MIR1226	3p21.31	100302232	MIR1226.htm
MIR125A	19q13.41	406910	MIR125A.htm
C2orf44	2p23.3	80304	C2orf44.htm
ECT2L	6q24.1	345930	ECT2L.htm
C15orf65	15q21.3	145788	FLJ27352.htm
PDE4DIP	1q12	9659	PDE4DIP.htm
KNSTRN	15q15.1	90417	KNSTRN.htm
