"Gene_ID","Gene_Symbol","Gene_Info","biotype","chromosome","band","start","end"
"ENSG00000136870","ZNF189","zinc finger protein 189","protein_coding","9","9:q31.1",104161155,104172942
"ENSG00000157429","ZNF19","zinc finger protein 19","protein_coding","16","16:q22.2",71498453,71598992
"ENSG00000005801","ZNF195","zinc finger protein 195","protein_coding","11","11:p15.4",3360491,3400448
"ENSG00000186448","ZNF197","zinc finger protein 197","protein_coding","3","3:p21.31",44626380,44689963
"ENSG00000132010","ZNF20","zinc finger protein 20","protein_coding","19","19:p13.2",12203658,12251222
"ENSG00000010539","ZNF200","zinc finger protein 200","protein_coding","16","16:p13.3",3272325,3286221
"ENSG00000166261","ZNF202","zinc finger protein 202","protein_coding","11","11:q24.1",123594885,123612383
"ENSG00000122386","ZNF205","zinc finger protein 205","protein_coding","16","16:p13.3",3162561,3170518
"ENSG00000010244","ZNF207","zinc finger protein 207","protein_coding","17","17:q11.2",30677136,30708905
"ENSG00000160321","ZNF208","zinc finger protein 208","protein_coding","19","19:p12",22115760,22193751
"ENSG00000121417","ZNF211","zinc finger protein 211","protein_coding","19","19:q13.43",58141761,58154147
"ENSG00000170260","ZNF212","zinc finger protein 212","protein_coding","7","7:q36.1",148936742,148952700
"ENSG00000085644","ZNF213","zinc finger protein 213","protein_coding","16","16:p13.3",3179778,3192806
"ENSG00000149050","ZNF214","zinc finger protein 214","protein_coding","11","11:p15.4",7020549,7041599
"ENSG00000149054","ZNF215","zinc finger protein 215","protein_coding","11","11:p15.4",6947635,7005863
"ENSG00000171940","ZNF217","zinc finger protein 217","protein_coding","20","20:q13.2",52183604,52226446
"ENSG00000165804","ZNF219","zinc finger protein 219","protein_coding","14","14:q11.2",21558205,21572881
"ENSG00000165512","ZNF22","zinc finger protein 22","protein_coding","10","10:q11.21",45495923,45500774
"ENSG00000159905","ZNF221","zinc finger protein 221","protein_coding","19","19:q13.31",44455375,44471861
"ENSG00000159885","ZNF222","zinc finger protein 222","protein_coding","19","19:q13.31",44529494,44537265
"ENSG00000178386","ZNF223","zinc finger protein 223","protein_coding","19","19:q13.31",44529506,44591471
"ENSG00000267680","ZNF224","zinc finger protein 224","protein_coding","19","19:q13.31",44598492,44612479
"ENSG00000256294","ZNF225","zinc finger protein 225","protein_coding","19","19:q13.31",44616334,44637027
"ENSG00000167380","ZNF226","zinc finger protein 226","protein_coding","19","19:q13.31",44669226,44682534
"ENSG00000131115","ZNF227","zinc finger protein 227","protein_coding","19","19:q13.31",44711700,44741421
"ENSG00000167377","ZNF23","zinc finger protein 23","protein_coding","16","16:q22.2",71481500,71496998
"ENSG00000159882","ZNF230","zinc finger protein 230","protein_coding","19","19:q13.31",44507100,44518078
"ENSG00000167840","ZNF232","zinc finger protein 232","protein_coding","17","17:p13.2",5008836,5026411
"ENSG00000159915","ZNF233","zinc finger protein 233","protein_coding","19","19:q13.31",44754318,44779470
"ENSG00000263002","ZNF234","zinc finger protein 234","protein_coding","19","19:q13.31",44645710,44663156
"ENSG00000159917","ZNF235","zinc finger protein 235","protein_coding","19","19:q13.31",44732882,44809199
"ENSG00000130856","ZNF236","zinc finger protein 236","protein_coding","18","18:q23",74534563,74682683
"ENSG00000196793","ZNF239","zinc finger protein 239","protein_coding","10","10:q11.21",44051792,44070066
"ENSG00000172466","ZNF24","zinc finger protein 24","protein_coding","18","18:q12.2",32912176,32925446
"ENSG00000198105","ZNF248","zinc finger protein 248","protein_coding","10","10:p11.1",38091751,38147034
"ENSG00000175395","ZNF25","zinc finger protein 25","protein_coding","10","10:p11.1",38238500,38265561
"ENSG00000196150","ZNF250","zinc finger protein 250","protein_coding","8","8:q24.3",146076632,146127553
"ENSG00000198169","ZNF251","zinc finger protein 251","protein_coding","8","8:q24.3",145946298,145981802
"ENSG00000256771","ZNF253","zinc finger protein 253","protein_coding","19","19:p13.11",19976695,20005483
"ENSG00000213096","ZNF254","zinc finger protein 254","protein_coding","19","19:p12",24216276,24312654
"ENSG00000152454","ZNF256","zinc finger protein 256","protein_coding","19","19:q13.43",58452201,58459043
"ENSG00000197134","ZNF257","zinc finger protein 257","protein_coding","19","19:p12",22235254,22274282
"ENSG00000198393","ZNF26","zinc finger protein 26","protein_coding","12","12:q24.33",133562951,133589154
"ENSG00000254004","ZNF260","zinc finger protein 260","protein_coding","19","19:q13.12",37001597,37019562
"ENSG00000006194","ZNF263","zinc finger protein 263","protein_coding","16","16:p13.3",3313743,3351401
"ENSG00000083844","ZNF264","zinc finger protein 264","protein_coding","19","19:q13.43",57702868,57724724
"ENSG00000174652","ZNF266","zinc finger protein 266","protein_coding","19","19:p13.2",9523272,9546254
"ENSG00000185947","ZNF267","zinc finger protein 267","protein_coding","16","16:p11.2",31885079,31928668
"ENSG00000090612","ZNF268","zinc finger protein 268","protein_coding","12","12:q24.33",133707570,133783698
"ENSG00000198039","ZNF273","zinc finger protein 273","protein_coding","7","7:q11.21",64330550,64391344
"ENSG00000171606","ZNF274","zinc finger protein 274","protein_coding","19","19:q13.43",58694396,58724928
"ENSG00000063587","ZNF275","zinc finger protein 275","protein_coding","X","X:q28",152599613,152625568
"ENSG00000158805","ZNF276","zinc finger protein 276","protein_coding","16","16:q24.3",89786808,89807311
"ENSG00000198839","ZNF277","zinc finger protein 277","protein_coding","7","7:q31.1",111846643,111983151
"ENSG00000198538","ZNF28","zinc finger protein 28","protein_coding","19","19:q13.41",53300662,53360853
"ENSG00000169548","ZNF280A","zinc finger protein 280A","protein_coding","22","22:q11.22",22868060,22874613
"ENSG00000056277","ZNF280C","zinc finger protein 280C","protein_coding","X","X:q26.1",129336685,129402873
"ENSG00000137871","ZNF280D","zinc finger protein 280D","protein_coding","15","15:q21.3",56922379,57210769
"ENSG00000162702","ZNF281","zinc finger protein 281","protein_coding","1","1:q32.1",200374068,200379184
"ENSG00000170265","ZNF282","zinc finger protein 282","protein_coding","7","7:q36.1",148892577,148923339
"ENSG00000167637","ZNF283","zinc finger protein 283","protein_coding","19","19:q13.31",44331444,44353307
"ENSG00000186026","ZNF284","zinc finger protein 284","protein_coding","19","19:q13.31",44576297,44593766
"ENSG00000267508","ZNF285","zinc finger protein 285","protein_coding","19","19:q13.31",44886459,44905774
"ENSG00000249459","ZNF286B","zinc finger protein 286B","protein_coding","17","17:p11.2",18561742,18585575
"ENSG00000141040","ZNF287","zinc finger protein 287","protein_coding","17","17:p11.2",16454701,16472520
"ENSG00000188994","ZNF292","zinc finger protein 292","protein_coding","6","6:q14.3",87862551,87973914
"ENSG00000170684","ZNF296","zinc finger protein 296","protein_coding","19","19:q13.32",45574758,45579846
"ENSG00000166526","ZNF3","zinc finger protein 3","protein_coding","7","7:q22.1",99661656,99680171
"ENSG00000168661","ZNF30","zinc finger protein 30","protein_coding","19","19:q13.11",35417807,35436074
"ENSG00000145908","ZNF300","zinc finger protein 300","protein_coding","5","5:q33.1",150273954,150284545
"ENSG00000089335","ZNF302","zinc finger protein 302","protein_coding","19","19:q13.11",35168544,35177302
"ENSG00000131845","ZNF304","zinc finger protein 304","protein_coding","19","19:q13.43",57862675,57871266
"ENSG00000197935","ZNF311","zinc finger protein 311","protein_coding","6","6:p22.1",28962562,28973093
"ENSG00000130803","ZNF317","zinc finger protein 317","protein_coding","19","19:p13.2",9251056,9274100
"ENSG00000171467","ZNF318","zinc finger protein 318","protein_coding","6","6:p21.1",43274872,43337216
"ENSG00000166188","ZNF319","zinc finger protein 319","protein_coding","16","16:q21",58028572,58034357
"ENSG00000169740","ZNF32","zinc finger protein 32","protein_coding","10","10:q11.21",44139307,44144304
"ENSG00000182986","ZNF320","zinc finger protein 320","protein_coding","19","19:q13.41",53367043,53400946
"ENSG00000221874","ZNF321P","zinc finger protein 321, pseudogene","protein_coding","19","19:q13.41",53431728,53466076
"ENSG00000181315","ZNF322","zinc finger protein 322","protein_coding","6","6:p22.2",26636518,26659980
"ENSG00000083812","ZNF324","zinc finger protein 324","protein_coding","19","19:q13.43",58978423,58984945
"ENSG00000249471","ZNF324B","zinc finger protein 324B","protein_coding","19","19:q13.43",58962971,58969200
"ENSG00000162664","ZNF326","zinc finger protein 326","protein_coding","1","1:p22.2",90460671,90501090
"ENSG00000181894","ZNF329","zinc finger protein 329","protein_coding","19","19:q13.43",58637619,58666477
"ENSG00000109445","ZNF330","zinc finger protein 330","protein_coding","4","4:q31.21",142142041,142155851
"ENSG00000130844","ZNF331","zinc finger protein 331","protein_coding","19","19:q13.42",54024235,54083523
"ENSG00000160961","ZNF333","zinc finger protein 333","protein_coding","19","19:p13.12",14800613,14844558
"ENSG00000198185","ZNF334","zinc finger protein 334","protein_coding","20","20:q13.12",45129701,45142198
"ENSG00000198026","ZNF335","zinc finger protein 335","protein_coding","20","20:q13.12",44577292,44600833
"ENSG00000130684","ZNF337","zinc finger protein 337","protein_coding","20","20:p11.1",25654851,25677477
"ENSG00000189180","ZNF33A","zinc finger protein 33A","protein_coding","10","10:p11.1",38299578,38354016
"ENSG00000196693","ZNF33B","zinc finger protein 33B","protein_coding","10","10:q11.21",43084555,43133992
"ENSG00000196378","ZNF34","zinc finger protein 34","protein_coding","8","8:q24.3",145998499,146012730
"ENSG00000131061","ZNF341","zinc finger protein 341","protein_coding","20","20:q11.22",32319463,32380075
"ENSG00000088876","ZNF343","zinc finger protein 343","protein_coding","20","20:p13",2462463,2505348
"ENSG00000251247","ZNF345","zinc finger protein 345","protein_coding","19","19:q13.12",37341263,37403931
"ENSG00000113761","ZNF346","zinc finger protein 346","protein_coding","5","5:q35.2",176449697,176508190
"ENSG00000197937","ZNF347","zinc finger protein 347","protein_coding","19","19:q13.42",53627325,53662328
"ENSG00000169981","ZNF35","zinc finger protein 35","protein_coding","3","3:p21.31",44690219,44702283
"ENSG00000256683","ZNF350","zinc finger protein 350","protein_coding","19","19:q13.41",52467596,52490109
"ENSG00000169131","ZNF354A","zinc finger protein 354A","protein_coding","5","5:q35.3",178138593,178157703
"ENSG00000178338","ZNF354B","zinc finger protein 354B","protein_coding","5","5:q35.3",178286954,178315123
"ENSG00000177932","ZNF354C","zinc finger protein 354C","protein_coding","5","5:q35.3",178487416,178510538
"ENSG00000198816","ZNF358","zinc finger protein 358","protein_coding","19","19:p13.2",7580178,7585912
"ENSG00000160094","ZNF362","zinc finger protein 362","protein_coding","1","1:p35.1",33722146,33766320
"ENSG00000138311","ZNF365","zinc finger protein 365","protein_coding","10","10:q21.2",64133951,64431771
"ENSG00000178175","ZNF366","zinc finger protein 366","protein_coding","5","5:q13.2",71738479,71803554
"ENSG00000165244","ZNF367","zinc finger protein 367","protein_coding","9","9:q22.32",99148223,99180611
"ENSG00000075407","ZNF37A","zinc finger protein 37A","protein_coding","10","10:p11.1",38383264,38414472
"ENSG00000161298","ZNF382","zinc finger protein 382","protein_coding","19","19:q13.12",37095719,37119499
"ENSG00000188283","ZNF383","zinc finger protein 383","protein_coding","19","19:q13.12",37708828,37734828
"ENSG00000126746","ZNF384","zinc finger protein 384","protein_coding","12","12:p13.31",6775643,6798738
"ENSG00000161642","ZNF385A","zinc finger protein 385A","protein_coding","12","12:q13.13",54762917,54785082
"ENSG00000144331","ZNF385B","zinc finger protein 385B","protein_coding","2","2:q31.2",180306709,180726232
"ENSG00000187595","ZNF385C","zinc finger protein 385C","protein_coding","17","17:q21.2",40177594,40217383
"ENSG00000151789","ZNF385D","zinc finger protein 385D","protein_coding","3","3:p24.3",21459915,22414812
"ENSG00000124613","ZNF391","zinc finger protein 391","protein_coding","6","6:p22.1",27342394,27371683
"ENSG00000160908","ZNF394","zinc finger protein 394","protein_coding","7","7:q22.1",99084142,99097947
"ENSG00000186918","ZNF395","zinc finger protein 395","protein_coding","8","8:p21.1",28203102,28260218
"ENSG00000186496","ZNF396","zinc finger protein 396","protein_coding","18","18:q12.2",32946661,32957301
"ENSG00000186812","ZNF397","zinc finger protein 397","protein_coding","18","18:q12.2",32820994,32847097
"ENSG00000197024","ZNF398","zinc finger protein 398","protein_coding","7","7:q36.1",148823508,148880116
"ENSG00000176222","ZNF404","zinc finger protein 404","protein_coding","19","19:q13.31",44376515,44405537
"ENSG00000215421","ZNF407","zinc finger protein 407","protein_coding","18","18:q22.3",72265106,72777627
"ENSG00000175213","ZNF408","zinc finger protein 408","protein_coding","11","11:p11.2",46722368,46727462
"ENSG00000147124","ZNF41","zinc finger protein 41","protein_coding","X","X:p11.23",47305278,47342345
"ENSG00000119725","ZNF410","zinc finger protein 410","protein_coding","14","14:q24.3",74353320,74399214
"ENSG00000133250","ZNF414","zinc finger protein 414","protein_coding","19","19:p13.2",8575462,8579048
"ENSG00000170954","ZNF415","zinc finger protein 415","protein_coding","19","19:q13.42",53611132,53636330
"ENSG00000083817","ZNF416","zinc finger protein 416","protein_coding","19","19:q13.43",58082934,58090295
"ENSG00000173480","ZNF417","zinc finger protein 417","protein_coding","19","19:q13.43",58411664,58427978
"ENSG00000196724","ZNF418","zinc finger protein 418","protein_coding","19","19:q13.43",58433252,58446761
"ENSG00000105136","ZNF419","zinc finger protein 419","protein_coding","19","19:q13.43",57999079,58006048
"ENSG00000197050","ZNF420","zinc finger protein 420","protein_coding","19","19:q13.12",37498759,37621216
"ENSG00000102935","ZNF423","zinc finger protein 423","protein_coding","16","16:q12.1",49521435,49891830
"ENSG00000204947","ZNF425","zinc finger protein 425","protein_coding","7","7:q36.1",148799876,148823438
"ENSG00000130818","ZNF426","zinc finger protein 426","protein_coding","19","19:p13.2",9638667,9649303
"ENSG00000131116","ZNF428","zinc finger protein 428","protein_coding","19","19:q13.31",44111371,44124026
"ENSG00000197013","ZNF429","zinc finger protein 429","protein_coding","19","19:p12",21679484,21739072
"ENSG00000198521","ZNF43","zinc finger protein 43","protein_coding","19","19:p12",21987752,22034927
"ENSG00000118620","ZNF430","zinc finger protein 430","protein_coding","19","19:p12",21203426,21242856
"ENSG00000196705","ZNF431","zinc finger protein 431","protein_coding","19","19:p12",21324827,21373034
"ENSG00000256087","ZNF432","zinc finger protein 432","protein_coding","19","19:q13.41",52534632,52598991
"ENSG00000197647","ZNF433","zinc finger protein 433","protein_coding","19","19:p13.2",12125547,12146556
"ENSG00000125945","ZNF436","zinc finger protein 436","protein_coding","1","1:p36.12",23685941,23695935
"ENSG00000183621","ZNF438","zinc finger protein 438","protein_coding","10","10:p11.23",31109136,31320866
"ENSG00000171291","ZNF439","zinc finger protein 439","protein_coding","19","19:p13.2",11959541,11994565
"ENSG00000197857","ZNF44","zinc finger protein 44","protein_coding","19","19:p13.2",12335501,12405702
"ENSG00000171295","ZNF440","zinc finger protein 440","protein_coding","19","19:p13.2",11925099,11946016
"ENSG00000197044","ZNF441","zinc finger protein 441","protein_coding","19","19:p13.2",11877815,11894893
"ENSG00000198342","ZNF442","zinc finger protein 442","protein_coding","19","19:p13.2",12460185,12476719
"ENSG00000180855","ZNF443","zinc finger protein 443","protein_coding","19","19:p13.2",12540521,12551926
"ENSG00000167685","ZNF444","zinc finger protein 444","protein_coding","19","19:q13.43",56643968,56672262
"ENSG00000185219","ZNF445","zinc finger protein 445","protein_coding","3","3:p21.31",44481262,44519162
"ENSG00000083838","ZNF446","zinc finger protein 446","protein_coding","19","19:q13.43",58985384,58992597
"ENSG00000173275","ZNF449","zinc finger protein 449","protein_coding","X","X:q26.3",134478721,134497077
"ENSG00000124459","ZNF45","zinc finger protein 45","protein_coding","19","19:q13.31",44416781,44439430
"ENSG00000112200","ZNF451","zinc finger protein 451","protein_coding","6","6:p12.1",56951642,57035105
"ENSG00000178187","ZNF454","zinc finger protein 454","protein_coding","5","5:q35.3",178368192,178393434
"ENSG00000197714","ZNF460","zinc finger protein 460","protein_coding","19","19:q13.43",57791419,57804937
"ENSG00000197808","ZNF461","zinc finger protein 461","protein_coding","19","19:q13.12",37128094,37157755
"ENSG00000148143","ZNF462","zinc finger protein 462","protein_coding","9","9:q31.2",109625378,109775915
"ENSG00000181444","ZNF467","zinc finger protein 467","protein_coding","7","7:q36.1",149461271,149470568
"ENSG00000204604","ZNF468","zinc finger protein 468","protein_coding","19","19:q13.41",53341261,53360902
"ENSG00000225614","ZNF469","zinc finger protein 469","protein_coding","16","16:q24.2",88493879,88507165
"ENSG00000197016","ZNF470","zinc finger protein 470","protein_coding","19","19:q13.43",57078880,57100279
"ENSG00000196263","ZNF471","zinc finger protein 471","protein_coding","19","19:q13.43",57019212,57041590
"ENSG00000142528","ZNF473","zinc finger protein 473","protein_coding","19","19:q13.33",50528971,50556671
"ENSG00000164185","ZNF474","zinc finger protein 474","protein_coding","5","5:q23.2",121465208,121515312
"ENSG00000185177","ZNF479","zinc finger protein 479","protein_coding","7","7:p11.2",57187321,57207571
"ENSG00000180035","ZNF48","zinc finger protein 48","protein_coding","16","16:p11.2",30389427,30411429
"ENSG00000198464","ZNF480","zinc finger protein 480","protein_coding","19","19:q13.41",52800430,52829175
"ENSG00000173258","ZNF483","zinc finger protein 483","protein_coding","9","9:q31.3",114287439,114340124
"ENSG00000127081","ZNF484","zinc finger protein 484","protein_coding","9","9:q22.31",95607874,95640304
"ENSG00000198298","ZNF485","zinc finger protein 485","protein_coding","10","10:q11.21",44101855,44113351
"ENSG00000256229","ZNF486","zinc finger protein 486","protein_coding","19","19:p12",20278037,20311299
"ENSG00000243660","ZNF487","zinc finger protein 487","protein_coding","10","10:q11.21",43932282,43991517
"ENSG00000188033","ZNF490","zinc finger protein 490","protein_coding","19","19:p13.2",12688775,12750912
"ENSG00000177599","ZNF491","zinc finger protein 491","protein_coding","19","19:p13.2",11908482,11920437
"ENSG00000229676","ZNF492","zinc finger protein 492","protein_coding","19","19:p12",22817126,22850472
"ENSG00000196268","ZNF493","zinc finger protein 493","protein_coding","19","19:p12",21579921,21610375
"ENSG00000162714","ZNF496","zinc finger protein 496","protein_coding","1","1:q44",247460714,247495148
"ENSG00000174586","ZNF497","zinc finger protein 497","protein_coding","19","19:q13.43",58865723,58874214
"ENSG00000103199","ZNF500","zinc finger protein 500","protein_coding","16","16:p13.3",4798240,4817625
"ENSG00000186446","ZNF501","zinc finger protein 501","protein_coding","3","3:p21.31",44771088,44778575
"ENSG00000196653","ZNF502","zinc finger protein 502","protein_coding","3","3:p21.31",44754135,44765323
"ENSG00000165655","ZNF503","zinc finger protein 503","protein_coding","10","10:q22.2",77157588,77161664
"ENSG00000081665","ZNF506","zinc finger protein 506","protein_coding","19","19:p13.11",19896648,19932560
"ENSG00000168813","ZNF507","zinc finger protein 507","protein_coding","19","19:q13.11",32836500,32878573
"ENSG00000081386","ZNF510","zinc finger protein 510","protein_coding","9","9:q22.33",99518147,99540411
"ENSG00000198546","ZNF511","zinc finger protein 511","protein_coding","10","10:q26.3",135121979,135166033
"ENSG00000243943","ZNF512","zinc finger protein 512","protein_coding","2","2:p23.3",27805897,27858041
"ENSG00000196700","ZNF512B","zinc finger protein 512B","protein_coding","20","20:q13.33",62588055,62680113
"ENSG00000163795","ZNF513","zinc finger protein 513","protein_coding","2","2:p23.3",27600098,27603657
"ENSG00000144026","ZNF514","zinc finger protein 514","protein_coding","2","2:q11.1",95813075,95831158
"ENSG00000101493","ZNF516","zinc finger protein 516","protein_coding","18","18:q23",74069644,74207146
"ENSG00000197363","ZNF517","zinc finger protein 517","protein_coding","8","8:q24.3",146024261,146036554
"ENSG00000178163","ZNF518B","zinc finger protein 518B","protein_coding","4","4:p16.1",10441498,10459034
"ENSG00000175322","ZNF519","zinc finger protein 519","protein_coding","18","18:p11.21",14057456,14132489
"ENSG00000198795","ZNF521","zinc finger protein 521","protein_coding","18","18:q11.2",22641890,22932154
"ENSG00000171443","ZNF524","zinc finger protein 524","protein_coding","19","19:q13.42",56111388,56114504
"ENSG00000203326","ZNF525","zinc finger protein 525","protein_coding","19","19:q13.42",53868946,53895470
"ENSG00000167625","ZNF526","zinc finger protein 526","protein_coding","19","19:q13.2",42724423,42732353
"ENSG00000189164","ZNF527","zinc finger protein 527","protein_coding","19","19:q13.12",37861963,37883968
"ENSG00000167555","ZNF528","zinc finger protein 528","protein_coding","19","19:q13.41",52901102,52921665
"ENSG00000186020","ZNF529","zinc finger protein 529","protein_coding","19","19:q13.12",37025676,37096178
"ENSG00000183647","ZNF530","zinc finger protein 530","protein_coding","19","19:q13.43",58111253,58124090
"ENSG00000074657","ZNF532","zinc finger protein 532","protein_coding","18","18:q21.32",56529832,56653712
"ENSG00000198633","ZNF534","zinc finger protein 534","protein_coding","19","19:q13.41",52932440,52955568
"ENSG00000198597","ZNF536","zinc finger protein 536","protein_coding","19","19:q12",30719197,31204445
"ENSG00000171817","ZNF540","zinc finger protein 540","protein_coding","19","19:q13.12",38042308,38104998
"ENSG00000118156","ZNF541","zinc finger protein 541","protein_coding","19","19:q13.33",48023942,48059113
"ENSG00000178229","ZNF543","zinc finger protein 543","protein_coding","19","19:q13.43",57831877,57842144
"ENSG00000198131","ZNF544","zinc finger protein 544","protein_coding","19","19:q13.43",58739960,58788815
"ENSG00000187187","ZNF546","zinc finger protein 546","protein_coding","19","19:q13.2",40490041,40523514
"ENSG00000152433","ZNF547","zinc finger protein 547","protein_coding","19","19:q13.43",57874845,57890933
"ENSG00000188785","ZNF548","zinc finger protein 548","protein_coding","19","19:q13.43",57901218,57912786
"ENSG00000121406","ZNF549","zinc finger protein 549","protein_coding","19","19:q13.43",58038693,58068910
"ENSG00000251369","ZNF550","zinc finger protein 550","protein_coding","19","19:q13.43",58046625,58071231
"ENSG00000204519","ZNF551","zinc finger protein 551","protein_coding","19","19:q13.43",58193337,58228669
"ENSG00000178935","ZNF552","zinc finger protein 552","protein_coding","19","19:q13.43",58315209,58326281
"ENSG00000172006","ZNF554","zinc finger protein 554","protein_coding","19","19:p13.3",2819872,2835771
"ENSG00000186300","ZNF555","zinc finger protein 555","protein_coding","19","19:p13.3",2841433,2860482
"ENSG00000172000","ZNF556","zinc finger protein 556","protein_coding","19","19:p13.3",2867333,2878515
"ENSG00000130544","ZNF557","zinc finger protein 557","protein_coding","19","19:p13.2",7069455,7087979
"ENSG00000167785","ZNF558","zinc finger protein 558","protein_coding","19","19:p13.2",8920380,8943004
"ENSG00000188321","ZNF559","zinc finger protein 559","protein_coding","19","19:p13.2",9434448,9461838
"ENSG00000198028","ZNF560","zinc finger protein 560","protein_coding","19","19:p13.2",9577183,9609283
"ENSG00000171469","ZNF561","zinc finger protein 561","protein_coding","19","19:p13.2",9715356,9732075
"ENSG00000171466","ZNF562","zinc finger protein 562","protein_coding","19","19:p13.2",9759330,9785776
"ENSG00000188868","ZNF563","zinc finger protein 563","protein_coding","19","19:p13.2",12428291,12444534
"ENSG00000249709","ZNF564","zinc finger protein 564","protein_coding","19","19:p13.2",12636184,12662356
"ENSG00000196357","ZNF565","zinc finger protein 565","protein_coding","19","19:q13.12",36673188,36737159
"ENSG00000186017","ZNF566","zinc finger protein 566","protein_coding","19","19:q13.12",36936021,36980804
"ENSG00000189042","ZNF567","zinc finger protein 567","protein_coding","19","19:q13.12",37178514,37218603
"ENSG00000198453","ZNF568","zinc finger protein 568","protein_coding","19","19:q13.12",37407231,37489602
"ENSG00000196437","ZNF569","zinc finger protein 569","protein_coding","19","19:q13.12",37902057,37960177
"ENSG00000171970","ZNF57","zinc finger protein 57","protein_coding","19","19:p13.3",2900896,2918474
"ENSG00000171827","ZNF570","zinc finger protein 570","protein_coding","19","19:q13.12",37958487,37976260
"ENSG00000180479","ZNF571","zinc finger protein 571","protein_coding","19","19:q13.12",38045684,38085673
"ENSG00000180938","ZNF572","zinc finger protein 572","protein_coding","8","8:q24.13",125985540,125991631
"ENSG00000189144","ZNF573","zinc finger protein 573","protein_coding","19","19:q13.12",38226734,38307940
"ENSG00000105732","ZNF574","zinc finger protein 574","protein_coding","19","19:q13.2",42572629,42585701
"ENSG00000176472","ZNF575","zinc finger protein 575","protein_coding","19","19:q13.31",44029649,44040282
"ENSG00000124444","ZNF576","zinc finger protein 576","protein_coding","19","19:q13.31",44100544,44105309
"ENSG00000161551","ZNF577","zinc finger protein 577","protein_coding","19","19:q13.41",52359055,52394203
"ENSG00000258405","ZNF578","zinc finger protein 578","protein_coding","19","19:q13.41",52956829,53015407
"ENSG00000218891","ZNF579","zinc finger protein 579","protein_coding","19","19:q13.42",56088899,56092211
"ENSG00000213015","ZNF580","zinc finger protein 580","protein_coding","19","19:q13.42",56146382,56154835
"ENSG00000171425","ZNF581","zinc finger protein 581","protein_coding","19","19:q13.42",56146825,56156988
"ENSG00000018869","ZNF582","zinc finger protein 582","protein_coding","19","19:q13.43",56887413,56904914
"ENSG00000198440","ZNF583","zinc finger protein 583","protein_coding","19","19:q13.43",56909335,56947404
"ENSG00000171574","ZNF584","zinc finger protein 584","protein_coding","19","19:q13.43",58912871,58929694
"ENSG00000196967","ZNF585A","zinc finger protein 585A","protein_coding","19","19:q13.12",37597636,37663643
"ENSG00000245680","ZNF585B","zinc finger protein 585B","protein_coding","19","19:q13.12",37672481,37709055
"ENSG00000083828","ZNF586","zinc finger protein 586","protein_coding","19","19:q13.43",58281023,58331307
"ENSG00000198466","ZNF587","zinc finger protein 587","protein_coding","19","19:q13.43",58361225,58376480
"ENSG00000269343","ZNF587B","zinc finger protein 587B","protein_coding","19","19:q13.43",58331099,58370018
"ENSG00000164048","ZNF589","zinc finger protein 589","protein_coding","3","3:p21.31",48282590,48340743
"ENSG00000166716","ZNF592","zinc finger protein 592","protein_coding","15","15:q25.3",85291866,85349659
"ENSG00000142684","ZNF593","zinc finger protein 593","protein_coding","1","1:p36.11",26496362,26498551
"ENSG00000180626","ZNF594","zinc finger protein 594","protein_coding","17","17:p13.2",5082831,5095178
"ENSG00000172748","ZNF596","zinc finger protein 596","protein_coding","8","8:p23.3",182137,197342
"ENSG00000167981","ZNF597","zinc finger protein 597","protein_coding","16","16:p13.3",3486104,3493542
"ENSG00000167962","ZNF598","zinc finger protein 598","protein_coding","16","16:p13.3",2047655,2059824
"ENSG00000153896","ZNF599","zinc finger protein 599","protein_coding","19","19:q13.11",35248981,35264134
"ENSG00000189190","ZNF600","zinc finger protein 600","protein_coding","19","19:q13.41",53267448,53290044
"ENSG00000196458","ZNF605","zinc finger protein 605","protein_coding","12","12:q24.33",133498019,133532892
"ENSG00000166704","ZNF606","zinc finger protein 606","protein_coding","19","19:q13.43",58488421,58514717
"ENSG00000198182","ZNF607","zinc finger protein 607","protein_coding","19","19:q13.12",38187264,38210691
"ENSG00000168916","ZNF608","zinc finger protein 608","protein_coding","5","5:q23.2",123972608,124084500
"ENSG00000180357","ZNF609","zinc finger protein 609","protein_coding","15","15:q22.31",64752941,64978264
"ENSG00000167554","ZNF610","zinc finger protein 610","protein_coding","19","19:q13.41",52839498,52871031
"ENSG00000213020","ZNF611","zinc finger protein 611","protein_coding","19","19:q13.41",53206066,53238326
"ENSG00000176024","ZNF613","zinc finger protein 613","protein_coding","19","19:q13.41",52430400,52452012
"ENSG00000142556","ZNF614","zinc finger protein 614","protein_coding","19","19:q13.41",52516018,52533493
"ENSG00000197619","ZNF615","zinc finger protein 615","protein_coding","19","19:q13.41",52494585,52511483
"ENSG00000204611","ZNF616","zinc finger protein 616","protein_coding","19","19:q13.41",52616344,52643175
"ENSG00000157657","ZNF618","zinc finger protein 618","protein_coding","9","9:q32",116638562,116818871
"ENSG00000177873","ZNF619","zinc finger protein 619","protein_coding","3","3:p22.1",40518604,40531727
"ENSG00000177842","ZNF620","zinc finger protein 620","protein_coding","3","3:p22.1",40547483,40560227
"ENSG00000172888","ZNF621","zinc finger protein 621","protein_coding","3","3:p22.1",40566369,40616176
"ENSG00000173545","ZNF622","zinc finger protein 622","protein_coding","5","5:p15.1",16451628,16465901
"ENSG00000183309","ZNF623","zinc finger protein 623","protein_coding","8","8:q24.3",144718183,144735900
